article_id	talk_id	thread_id	thread_title	comments	users	users_hindex	max_depth	tree_hindex	chains_num	chains_comments
25160837	25568443	39739	Proposed page move	48	16	1	9	3	0	0	{user:'Scjessey'}
25160837	25568443	39788	This article would be improved by adding these images which show how they used a &quot;trick&quot; to &quot;hide the decline.&quot;	19	10	2	5	4	0	2	{user:'Grundle2600', children: [{user:'Tony Sidaway', children: [{user:'Kmhkmh'}{user:'Scjessey', children: [{user:'Jheiv', children: [{user:'Scjessey'}]}{user:'Ignignot'}]}{user:'Spoonkymonkey', children: [{user:'Tony Sidaway'}]}]}{user:'Jeremyrainman'}]}
25160837	25568443	39808	Sentence misrepresents source	6	2	0	5	1	0	3	{user:'Heyitspeter', children: [{user:'Tony Sidaway', children: [{user:'Heyitspeter', children: [{user:'Tony Sidaway', children: [{user:'Heyitspeter'}]}]}]}]}
25160837	25568443	39815	Template addition	6	4	1	3	2	0	1	{user:'Heyitspeter', children: [{user:'Viriditas', children: [{user:'Heyitspeter'}]}]}
25160837	25568443	39822	New York Times versus Pajamasmedia blog	26	7	1	5	4	1	2	{user:'Tony Sidaway', children: [{user:'-1'}{user:'Heyitspeter', children: [{user:'Tony Sidaway', children: [{user:'Heyitspeter', children: [{user:'Scjessey'}]}]}]}]}
25160837	25568443	39849	Proposal to create a separate page to discuss &quot;Climategate&quot; name	28	12	2	10	3	2	3	{user:'Tony Sidaway', children: [{user:'Nigelj', children: [{user:'Scjessey', children: [{user:'Tony Sidaway', children: [{user:'Scjessey', children: [{user:'Tony Sidaway', children: [{user:'Dhatfield', children: [{user:'ChrisO', children: [{user:'Dhatfield', children: [{user:'Wikidemon'}]}]}]}]}]}]}]}]}]}
25160837	25568443	39878	Is factcheck.org a reliable source?	12	8	2	5	2	0	0	{user:'-1'}
25160837	25568443	39891	CRU Incident timeline - draft (very drafty)	7	4	1	3	2	0	0	{user:'Sphilbrick'}
25160837	25568443	39899	equation of climategate and denialism	4	3	1	2	2	0	0	{user:'76.25.240.97', children: [{user:'Wikidemon'}]}
25160837	25568443	39904	Proposed FAQ addition	11	6	1	9	2	3	3	{user:'Viriditas', children: [{user:'Heyitspeter'}{user:'Tony Sidaway', children: [{user:'Heyitspeter', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway'}{user:'Tony Sidaway', children: [{user:'ChrisO', children: [{user:'Tony Sidaway', children: [{user:'Itsmejudith'}]}]}]}]}]}]}]}]}
25160837	25568443	39916	James Delingpole: Climategate: the corruption of Wikipedia	30	9	1	10	3	0	0	{user:'Nsaa'}
25160837	25568443	39947	Regarding NPOV and Edit Wars	8	7	1	8	1	1	1	{user:'Nightmote', children: [{user:'Ignignot', children: [{user:'Nightmote', children: [{user:'Nigelj', children: [{user:'ChrisO', children: [{user:'Tony Sidaway', children: [{user:'Viriditas', children: [{user:'Deckiller'}]}]}]}]}]}]}]}
25160837	25568443	39956	Let's not assume too much	7	4	1	6	1	2	2	{user:'216.153.214.89', children: [{user:'Tony Sidaway', children: [{user:'216.153.214.89', children: [{user:'Scjessey', children: [{user:'216.153.214.89', children: [{user:'Short Brigade Harvester Boris'}]}]}]}]}]}
25160837	25568443	39964	Proposed copy edit suggestion	12	5	1	6	3	1	1	{user:'Sphilbrick', children: [{user:'Tillman', children: [{user:'Sphilbrick', children: [{user:'ChrisO', children: [{user:'Tony Sidaway', children: [{user:'Nigelj'}]}]}]}]}]}
25160837	25568443	39977	Inaccurate name: Climategate is not the hacking incident	45	20	2	13	5	1	3	{user:'98.232.27.135', children: [{user:'Viriditas'}{user:'Tony Sidaway', children: [{user:'ChrisO', children: [{user:'Nightmote', children: [{user:'ChrisO', children: [{user:'TMLutas', children: [{user:'ChrisO', children: [{user:'TMLutas'}]}]}]}]}]}]}]}
25160837	25604116	40023	Incidentally	12	6	2	7	2	0	0	{user:'Wikidemon', children: [{user:'Professorteeth', children: [{user:'Scjessey', children: [{user:'Wikidemon', children: [{user:'Professorteeth', children: [{user:'Scjessey', children: [{user:'Tarc'}]}]}]}]}]}]}
25160837	25604116	40037	Hack or Leak?	30	12	2	13	3	1	2	{user:'208.178.63.106', children: [{user:'Simonmar', children: [{user:'Tillman', children: [{user:'Scjessey', children: [{user:'Wikidemon', children: [{user:'Scjessey', children: [{user:'Wikidemon'}]}{user:'ChrisO'}]}]}]}]}]}
25160837	25604116	40068	How do we cover the work and effects of propaganda machines?	13	7	2	9	2	2	5	{user:'Bertport', children: [{user:'66.82.162.10', children: [{user:'Bertport'}]}{user:'Scjessey', children: [{user:'Wikidemon', children: [{user:'Guettarda', children: [{user:'Scjessey', children: [{user:'Guettarda', children: [{user:'Scjessey'}]}{user:'Tony Sidaway', children: [{user:'Scjessey', children: [{user:'Sphilbrick', children: [{user:'Scjessey'}]}]}]}]}]}]}]}]}
25160837	25604116	40082	I've done it	3	3	1	3	1	0	0	{user:'Wikidemon', children: [{user:'Scjessey', children: [{user:'Professorteeth'}]}]}
25160837	25604116	40086	[[Wikipedia:Articles for deletion|Articles for deletion]] nomination of [[:Climategate scandal]]	6	5	1	5	2	1	1	{user:'Short Brigade Harvester Boris', children: [{user:'Jheiv', children: [{user:'Oren0', children: [{user:'Jheiv', children: [{user:'GoRight'}]}]}]}{user:'Wikidemon'}]}
25160837	25604116	40093	&quot;also known as Climategate&quot; in the Lede	70	16	2	11	5	0	3	{user:'Tony Sidaway', children: [{user:'Nigelj', children: [{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge'}]}]}]}]}]}]}
25160837	25604116	40164	NOINDEX?	4	4	1	3	2	0	0	{user:'Nsaa', children: [{user:'Short Brigade Harvester Boris'}{user:'Tony Sidaway', children: [{user:'Nil Einne'}]}]}
25160837	25604116	40169	FAQ q4 thoughts	7	5	2	5	2	0	0	{user:'TMLutas', children: [{user:'Tony Sidaway', children: [{user:'ChrisO', children: [{user:'Guettarda', children: [{user:'Tony Sidaway'}]}]}]}{user:'A Quest For Knowledge', children: [{user:'ChrisO'}]}]}
25160837	25604116	40177	&quot;Hacking&quot; or &quot;Reported hacking&quot;	6	5	1	5	2	0	1	{user:'216.153.214.89', children: [{user:'Nigelj'}{user:'The Four Deuces', children: [{user:'Wikidemon', children: [{user:'Jheiv', children: [{user:'Wikidemon'}]}]}]}]}
25160837	25604116	40184	Ownership	6	6	1	4	2	0	0	{user:'Tony Sidaway', children: [{user:'Jheiv', children: [{user:'Wikidemon', children: [{user:'A Quest For Knowledge'}]}]}{user:'Deckiller'}{user:'ChrisO'}]}
25160837	25604116	40191	Linking to AfD'd article	5	2	0	5	1	0	3	{user:'Scjessey', children: [{user:'GoRight', children: [{user:'Scjessey', children: [{user:'GoRight', children: [{user:'Scjessey'}]}]}]}]}
25160837	25604116	40197	Repeated reversions	5	3	2	5	1	1	2	{user:'Psb777', children: [{user:'jheiv', children: [{user:'Psb777', children: [{user:'jheiv', children: [{user:'Scjessey'}]}]}]}]}
25160837	25604116	40203	Claims of biased editing go unmentioned	24	7	2	11	4	5	9	{user:'Dhatfield', children: [{user:'Tony Sidaway', children: [{user:'Dhatfield', children: [{user:'A Quest For Knowledge', children: [{user:'Dhatfield', children: [{user:'Tony Sidaway', children: [{user:'Dhatfield', children: [{user:'Wikidemon', children: [{user:'Dhatfield', children: [{user:'Wikidemon', children: [{user:'Dhatfield'}]}]}]}]}]}]}]}]}]}{user:'Tony Sidaway', children: [{user:'-1'}{user:'24.87.71.192', children: [{user:'Tony Sidaway'}]}{user:'24.87.71.192', children: [{user:'Tony Sidaway'}{user:'Nil Einne'}]}{user:'24.87.71.192', children: [{user:'Tony Sidaway', children: [{user:'Nil Einne'}]}]}{user:'-1'}{user:'24.87.71.192'}]}]}
25160837	25604116	40228	Section &quot;Unauthorized publication&quot; - cherry-picked information from cite	18	8	1	7	4	2	6	{user:'Cadae', children: [{user:'Psb777', children: [{user:'Farsight001', children: [{user:'Psb777', children: [{user:'Farsight001', children: [{user:'Psb777', children: [{user:'Farsight001'}]}]}]}{user:'216.153.214.89', children: [{user:'Farsight001'}{user:'Psb777'}]}]}]}{user:'Cadae', children: [{user:'Farsight001'}{user:'Cadae'}{user:'Marknutley', children: [{user:'Simonmar', children: [{user:'Troed', children: [{user:'Simonmar'}]}]}{user:'Guettarda'}]}]}]}
25160837	25604116	40247	RfC requested	10	7	1	5	2	0	0	{user:'-1'}
25160837	25604116	40258	Neutrality Tag	47	13	1	13	4	0	0	{user:'Nightmote'}
25160837	25604116	40306	Biography of a living person	24	9	2	10	3	3	8	{user:'Jarhed', children: [{user:'Sphilbrick', children: [{user:'Jarhed', children: [{user:'Sphilbrick', children: [{user:'Jarhed', children: [{user:'Viriditas', children: [{user:'Jarhed', children: [{user:'Viriditas', children: [{user:'Jarhed'}{user:'ChrisO', children: [{user:'Troed'}{user:'Jarhed'}]}]}]}]}]}]}]}]}{user:'Wikidemon', children: [{user:'Jarhed'}{user:'ChrisO'}]}]}
25160837	25604116	40331	Proposed new section for the page.	12	11	1	10	1	1	1	{user:'Spoisp', children: [{user:'Tillman', children: [{user:'174.102.148.158', children: [{user:'Viriditas', children: [{user:'Cadae', children: [{user:'Viriditas'}{user:'Farsight001', children: [{user:'Jarhed', children: [{user:'ChrisO', children: [{user:'Psb777', children: [{user:'Scjessey'}{user:'Guettarda'}]}]}]}]}]}]}]}]}]}
25160837	25604116	40344	What is the story?	23	6	1	10	1	5	12	{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Jc-S0CO', children: [{user:'Scjessey', children: [{user:'Jc-S0CO', children: [{user:'Jarhed'}]}]}]}]}]}]}]}{user:'Jarhed', children: [{user:'Scjessey', children: [{user:'Tillman', children: [{user:'Scjessey'}]}{user:'Jarhed', children: [{user:'Scjessey', children: [{user:'Jarhed'}]}]}{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Jarhed'}]}{user:'KimDabelsteinPetersen', children: [{user:'Scjessey'}{user:'Psb777'}]}]}]}]}]}]}
25160837	25618404	40368	Implementing the recommended title change	22	6	1	11	3	3	7	{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Psb777', children: [{user:'Scjessey'}]}]}{user:'Jarhed'}{user:'Tarc', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Guettarda'}{user:'Guettarda', children: [{user:'Rd232', children: [{user:'Rd232'}{user:'Scjessey'}]}]}]}]}]}]}]}]}]}]}
25160837	25618404	40392	Alleged hack	16	8	2	6	4	3	3	{user:'216.153.214.89', children: [{user:'Jarhed'}{user:'216.153.214.89'}{user:'Scjessey', children: [{user:'216.153.214.89', children: [{user:'Guettarda', children: [{user:'216.153.214.89'}{user:'Sphilbrick'}]}{user:'Scjessey'}]}{user:'Short Brigade Harvester Boris', children: [{user:'Bigred58'}]}]}{user:'Multixfer', children: [{user:'Jarhed', children: [{user:'216.153.214.89', children: [{user:'Multixfer', children: [{user:'Jarhed'}]}]}]}]}]}
25160837	25618404	40409	Media organization?	6	3	1	4	1	0	1	{user:'Multixfer', children: [{user:'Jarhed', children: [{user:'Guettarda', children: [{user:'Multixfer'}{user:'Multixfer'}{user:'Jarhed'}]}]}]}
25160837	25618404	40416	Ongoing discussions on article naming	1	1	1	1	1	0	0	{user:'-1'}
25160837	25618404	40418	Can we make a decision on this?	55	15	2	9	6	5	6	{user:'Scjessey', children: [{user:'Tony Sidaway', children: [{user:'Nigelj', children: [{user:'Scjessey', children: [{user:'Tony Sidaway', children: [{user:'Nigelj'}{user:'Scjessey', children: [{user:'Scjessey'}]}]}]}]}{user:'Tony Sidaway', children: [{user:'Scjessey', children: [{user:'Nigelj', children: [{user:'Scjessey', children: [{user:'Tony Sidaway', children: [{user:'Nigelj', children: [{user:'Scjessey'}]}]}]}]}]}]}]}{user:'Tony Sidaway', children: [{user:'Scjessey', children: [{user:'208.178.63.106'}]}{user:'A Quest For Knowledge', children: [{user:'Scjessey'}]}{user:'Nsaa', children: [{user:'Tony Sidaway', children: [{user:'Nsaa'}]}]}]}{user:'Tony Sidaway', children: [{user:'Nsaa'}{user:'Nsaa', children: [{user:'ChrisO', children: [{user:'71.125.130.14'}{user:'Nsaa'}]}{user:'Scjessey', children: [{user:'ChrisO', children: [{user:'Nsaa'}{user:'Nsaa', children: [{user:'A Quest For Knowledge', children: [{user:'Scjessey'}]}]}]}]}]}]}{user:'Tony Sidaway'}]}
25160837	25618404	40474	Climategate	69	22	4	12	5	3	16	{user:'Q Science', children: [{user:'71.125.130.14'}{user:'Scjessey', children: [{user:'Nightmote', children: [{user:'Mariordo', children: [{user:'Scjessey', children: [{user:'Mariordo', children: [{user:'Scjessey', children: [{user:'Mariordo', children: [{user:'Scjessey', children: [{user:'Scjessey', children: [{user:'Mariordo', children: [{user:'Scjessey'}]}]}]}]}]}{user:'MacheathWasABadBadMan', children: [{user:'Scjessey', children: [{user:'MacheathWasABadBadMan', children: [{user:'Scjessey', children: [{user:'MacheathWasABadBadMan'}]}]}]}]}]}]}]}]}]}{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge', children: [{user:'Tony Sidaway', children: [{user:'A Quest For Knowledge'}{user:'TMLutas'}]}]}]}]}]}]}]}]}]}
25160837	25618404	40544	What is referred to by the neologism &quot;Climategate&quot;? (reprise)	24	6	2	6	5	2	12	{user:'Psb777', children: [{user:'Dave souza', children: [{user:'Psb777', children: [{user:'Dave souza', children: [{user:'Psb777', children: [{user:'Dave souza'}]}]}]}{user:'Psb777', children: [{user:'Dave souza', children: [{user:'Psb777'}]}]}]}{user:'Dave souza', children: [{user:'Psb777', children: [{user:'Dave souza', children: [{user:'Psb777'}{user:'Psb777'}]}]}{user:'Psb777', children: [{user:'Dave souza', children: [{user:'Chasrmartin'}{user:'Psb777'}]}]}]}{user:'Wikidemon', children: [{user:'Psb777'}]}{user:'Cadae'}{user:'Troed', children: [{user:'Troed'}]}]}
25160837	25618404	40569	Jones e-mail of 16 Nov 1999 unreliable source	49	12	2	8	5	2	1	{user:'Dave souza', children: [{user:'Psb777'}{user:'Psb777', children: [{user:'Guettarda'}]}{user:'Troed', children: [{user:'Marknutley', children: [{user:'Itsmejudith'}{user:'Matt Crypto', children: [{user:'Troed'}]}{user:'Simonmar', children: [{user:'Marknutley', children: [{user:'Guettarda', children: [{user:'Itsmejudith', children: [{user:'MichaelSirks'}]}]}]}{user:'Nil Einne'}]}]}]}]}
25160837	25618404	40619	False premise is the start of dispute	34	9	1	12	5	3	5	{user:'216.153.214.89', children: [{user:'Guettarda', children: [{user:'216.153.214.89', children: [{user:'Dave souza', children: [{user:'216.153.214.89', children: [{user:'Guettarda', children: [{user:'Bigred58', children: [{user:'Scjessey', children: [{user:'Bigred58', children: [{user:'Scjessey'}]}]}]}]}]}]}{user:'Guettarda', children: [{user:'Dimawik', children: [{user:'Dimawik'}]}]}]}]}]}
25160837	25618404	40654	Sockpuppets on this article	10	4	1	5	2	0	0	{user:'Jarhed', children: [{user:'Psb777'}]}
25160837	25618404	40665	Alleged Hack 2	8	7	1	5	2	0	1	{user:'216.153.214.89', children: [{user:'Multixfer', children: [{user:'216.153.214.89'}]}{user:'Jarhed'}{user:'Dimawik', children: [{user:'Garrettw87', children: [{user:'Scjessey', children: [{user:'Ignignot'}]}]}]}]}
25160837	25618404	40674	[[LiveScience]] has named Climategate one of the most controversial stories of 2009	32	9	1	10	6	5	10	{user:'A Quest For Knowledge', children: [{user:'Scjessey', children: [{user:'216.153.214.89', children: [{user:'Scjessey', children: [{user:'216.153.214.89', children: [{user:'Scjessey', children: [{user:'216.153.214.89', children: [{user:'Scjessey'}]}]}]}]}{user:'A Quest For Knowledge', children: [{user:'Scjessey', children: [{user:'A Quest For Knowledge'}{user:'Jarhed'}]}{user:'Multixfer', children: [{user:'Jarhed', children: [{user:'Scjessey', children: [{user:'Multixfer'}{user:'216.153.214.89'}{user:'Jarhed', children: [{user:'216.153.214.89', children: [{user:'Multixfer'}{user:'216.153.214.89'}{user:'Jarhed'}]}]}]}]}]}]}]}]}{user:'Guettarda', children: [{user:'Jarhed', children: [{user:'Scjessey', children: [{user:'Jarhed'}{user:'216.153.214.89', children: [{user:'Scjessey', children: [{user:'Heyitspeter', children: [{user:'Garrettw87', children: [{user:'Scjessey'}]}]}]}{user:'Dreaded Walrus'}]}]}]}]}]}
25160837	25618404	40707	Correction needed	7	5	2	5	1	2	2	{user:'Short Brigade Harvester Boris', children: [{user:'Rockfang', children: [{user:'Short Brigade Harvester Boris', children: [{user:'Nil Einne'}{user:'Rockfang', children: [{user:'Stephan Schulz'}]}]}]}]}
25160837	25650196	40715	Still no FOIA section	22	8	2	14	3	0	0	{user:'Tillman', children: [{user:'Arzel', children: [{user:'Scjessey'}]}]}
25160837	25650196	40739	Requested move	4	3	1	2	1	0	0	{user:'-1'}
25160837	25650196	40744	Support	16	15	1	2	1	0	0	{user:'A Quest For Knowledge'}
25160837	25650196	40761	Opposed	32	22	2	5	2	0	1	{user:'Tillman', children: [{user:'Smallman12q', children: [{user:'Scjessey', children: [{user:'Tillman', children: [{user:'Scjessey'}]}]}]}]}
25160837	25650196	40794	Neutral	1	1	1	1	1	0	0	{user:'Kmhkmh'}
25160837	25650196	40796	Further discussion	2	2	1	1	1	0	0	{user:'Scjessey'}
25160837	25650196	40799	Article title	13	9	2	6	2	0	0	{user:'Wikidemon'}
25160837	25650196	40813	Consensus?	3	3	1	2	2	0	0	{user:'jheiv', children: [{user:'Troed'}{user:'-1'}]}
25160837	25650196	40817	hack or leak?	114	22	1	17	7	0	4	{user:'Jheiv', children: [{user:'Scjessey', children: [{user:'Jheiv', children: [{user:'Scjessey', children: [{user:'Jheiv', children: [{user:'Scjessey'}]}]}]}]}]}
25160837	25650196	40932	Tackling NPOV issues - &quot;personal information&quot;	17	6	2	9	2	3	6	{user:'Sphilbrick', children: [{user:'Troed', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Psb777', children: [{user:'Scjessey', children: [{user:'Jarhed', children: [{user:'Scjessey', children: [{user:'Jarhed'}]}]}{user:'Troed', children: [{user:'Scjessey', children: [{user:'Troed'}{user:'Troed'}]}]}]}]}]}]}]}]}
25160837	25650196	40950	Neutrality disputed	10	8	2	3	3	0	0	{user:'Lar', children: [{user:'Scjessey', children: [{user:'A Quest For Knowledge'}]}]}
25160837	25650196	40961	Weird phrasing?	11	9	2	4	2	0	0	{user:'-1'}
25160837	25650196	40973	Dead link	11	10	1	3	2	0	0	{user:'Heyitspeter', children: [{user:'Lar', children: [{user:'Scjessey'}]}{user:'Viriditas'}{user:'T-dot'}{user:'Sphilbrick'}{user:'NuclearWarfare'}{user:'-1'}{user:'Rockfang', children: [{user:'MSGJ'}]}]}
25160837	25650196	40985	Biased/unbiased Journalism	7	5	2	4	2	1	1	{user:'Echofloripa', children: [{user:'Sphilbrick'}{user:'Nil Einne', children: [{user:'Echofloripa', children: [{user:'Tillman'}]}]}{user:'Nil Einne', children: [{user:'Doc15071969'}]}]}
25160837	25650196	40993	Article title isn't accurate...	7	3	2	6	1	1	3	{user:'Gunnanmon', children: [{user:'Scjessey', children: [{user:'Psb777'}{user:'Gunnanmon', children: [{user:'Scjessey', children: [{user:'Gunnanmon', children: [{user:'Psb777'}]}]}]}]}]}
25160837	25650196	41001	Freedom of Information Section: Reboot	5	3	1	2	2	0	0	{user:'A Quest For Knowledge', children: [{user:'ChrisO'}{user:'-1'}{user:'A Quest For Knowledge'}{user:'A Quest For Knowledge'}]}
25160837	25650196	41007	Reversion to FAQ change	17	6	1	11	2	0	0	{user:'Psb777'}
25160837	25661349	41025	Official police statement completely undercuts presumptive conclusion of &quot;theft&quot;	67	15	2	9	6	0	0	{user:'-1'}
25160837	25661349	41094	Sentence misrepresents source (prematurely archived)	19	9	2	5	3	0	3	{user:'Heyitspeter', children: [{user:'Tony Sidaway', children: [{user:'Heyitspeter', children: [{user:'Tony Sidaway', children: [{user:'Heyitspeter'}]}]}]}]}
25160837	25661349	41114	New Title Suggestion V23.0 Sarcasm Edition 2010	33	9	2	11	4	1	6	{user:'Scjessey', children: [{user:'Adam.T.Historian'}{user:'Gunnanmon', children: [{user:'ChrisO', children: [{user:'Scjessey', children: [{user:'Psb777'}{user:'Adam.T.Historian'}{user:'Adam.T.Historian'}]}{user:'Troed'}]}]}{user:'Wikidemon', children: [{user:'Adam.T.Historian', children: [{user:'Short Brigade Harvester Boris', children: [{user:'Adam.T.Historian', children: [{user:'Short Brigade Harvester Boris', children: [{user:'Adam.T.Historian'}{user:'Adam.T.Historian', children: [{user:'ChrisO', children: [{user:'Adam.T.Historian', children: [{user:'ChrisO', children: [{user:'Adam.T.Historian'}]}]}]}]}]}]}]}]}]}]}
25160837	25661349	41148	Two MMs	17	6	3	10	2	1	3	{user:'jheiv', children: [{user:'Short Brigade Harvester Boris', children: [{user:'jheiv', children: [{user:'Short Brigade Harvester Boris', children: [{user:'ChrisO', children: [{user:'-1'}{user:'-1'}{user:'-1'}{user:'jheiv', children: [{user:'Adam.T.Historian', children: [{user:'ChrisO', children: [{user:'Short Brigade Harvester Boris', children: [{user:'Adam.T.Historian'}]}]}]}]}{user:'jheiv', children: [{user:'ChrisO'}]}]}]}]}]}{user:'Troed'}{user:'Troed'}]}
25160837	25661349	41166	Update on names used in other Wikipedia projects	11	8	1	5	2	0	1	{user:'Tillman', children: [{user:'Scjessey'}{user:'ChrisO', children: [{user:'A Quest For Knowledge', children: [{user:'Gunnanmon', children: [{user:'Viriditas'}]}]}]}{user:'Troed'}{user:'-1'}{user:'Tillman', children: [{user:'ChrisO', children: [{user:'Tillman'}]}]}]}
25160837	25661349	41178	Proposal for change - mostly copy editing	2	1	0	2	1	0	0	{user:'Sphilbrick', children: [{user:'Sphilbrick'}]}
25160837	25661349	41181	Climate change task force	1	1	1	1	1	0	0	{user:'Alan Liefting'}
25160837	25661349	41183	Article probation	5	4	1	5	1	0	0	{user:'ChrisO', children: [{user:'Scjessey', children: [{user:'A Quest For Knowledge', children: [{user:'Psb777', children: [{user:'ChrisO'}]}]}]}]}
25160837	25661349	41189	Unauthorised release / theft / hack / leak	9	3	0	4	2	0	2	{user:'Psb777', children: [{user:'ChrisO'}{user:'ChrisO', children: [{user:'Psb777', children: [{user:'ChrisO'}]}]}]}
25160837	25661349	41199	Fully sourced suggested change to article introduction	13	9	2	4	3	1	1	{user:'7390r0g', children: [{user:'Wikidemon'}{user:'Guettarda', children: [{user:'7390r0g', children: [{user:'Tillman'}]}]}]}
25160837	25661349	41213	Change to FAQ Q5	30	4	1	11	3	0	0	{user:'-1'}
25160837	25661349	41244	Proposed change to Q5	21	7	1	9	1	0	0	{user:'-1'}
25160837	25661349	41266	Another go	39	12	2	13	4	0	0	{user:'-1'}
25160837	25661349	41306	Deletion of Q5	1	1	1	1	1	0	0	{user:'Heyitspeter'}
25160837	25661349	41308	Tabula rasa on the &quot;theft&quot; issue	4	3	1	2	1	0	0	{user:'Hipocrite', children: [{user:'Psb777'}]}
25160837	25661349	41313	Suggested Title, Hopefully Neutral Enough	51	32	2	5	3	0	0	{user:'Nightmote', children: [{user:'Guettarda'}]}
25160837	25661349	41365	Straw poll: How much support does the ''existing'' title have?	20	15	1	2	2	0	0	{user:'Scjessey'}
25160837	25661349	41386	Jones email 19th take two	34	10	1	6	4	0	0	{user:'Troed'}
25160837	25661349	41421	Who can speak for who?	24	10	2	7	5	2	3	{user:'7390r0g', children: [{user:'The Four Deuces', children: [{user:'Psb777'}]}{user:'Guettarda'}{user:'ChrisO', children: [{user:'Wikidemon', children: [{user:'ChrisO', children: [{user:'7390r0g'}{user:'A Quest For Knowledge', children: [{user:'ChrisO', children: [{user:'A Quest For Knowledge'}]}]}]}]}]}]}
25160837	25709810	41446	BLP banner on this talk page	26	9	2	12	4	1	2	{user:'Jarhed', children: [{user:'The Four Deuces', children: [{user:'Prodego', children: [{user:'Jarhed'}]}{user:'Jarhed', children: [{user:'Psb777', children: [{user:'Jarhed'}]}]}]}]}
25160837	25709810	41474	Call for Inquiry Section -NPOV	3	3	1	1	1	0	0	{user:'-1'}
25160837	25709810	41478	Reference overload in the intro is back	23	4	1	6	3	0	2	{user:'Hipocrite', children: [{user:'Heyitspeter', children: [{user:'Guettarda'}]}{user:'Guettarda', children: [{user:'Heyitspeter', children: [{user:'Guettarda', children: [{user:'Heyitspeter'}]}]}]}]}
25160837	25709810	41502	Where's the archives gone?	10	5	2	7	2	1	2	{user:'Nsaa', children: [{user:'Guettarda'}{user:'Guettarda', children: [{user:'Prodego', children: [{user:'Heyitspeter', children: [{user:'Prodego', children: [{user:'Guettarda', children: [{user:'Hipocrite'}]}]}]}{user:'Guettarda'}]}]}]}
25160837	25709810	41513	New Title Suggestion V22.0 Alpha Release - Free discussion for ideas, not positions!	64	30	2	7	4	0	0	{user:'Scjessey', children: [{user:'Itsmejudith', children: [{user:'jheiv'}]}{user:'Adam.T.Historian'}{user:'Garrettw87'}]}
25160837	25709810	41578	Pressmulti - removal of a piece with millions of readers? - Climategate: the corruption of Wikipedia	41	11	1	11	5	1	4	{user:'Nsaa', children: [{user:'Cs32en'}{user:'Guettarda', children: [{user:'Psb777', children: [{user:'Guettarda'}]}{user:'Psb777', children: [{user:'Scjessey'}{user:'Guettarda', children: [{user:'Psb777'}{user:'Nsaa', children: [{user:'Guettarda', children: [{user:'Scjessey', children: [{user:'Arzel', children: [{user:'Wikidemon', children: [{user:'83.86.0.82', children: [{user:'Wikidemon'}]}]}]}]}]}]}]}]}]}]}
25160837	25709810	41620	Proposal for FAQ entry	21	8	1	9	4	1	5	{user:'Troed', children: [{user:'Cs32en', children: [{user:'Sphilbrick', children: [{user:'Troed'}{user:'Troed'}]}]}{user:'Guettarda', children: [{user:'Guettarda', children: [{user:'Psb777'}{user:'Troed', children: [{user:'Guettarda', children: [{user:'Troed', children: [{user:'Guettarda', children: [{user:'Jarhed', children: [{user:'Guettarda'}]}]}]}]}]}]}]}{user:'Psb777'}{user:'Jarhed', children: [{user:'Guettarda', children: [{user:'Jarhed'}]}]}]}
25160837	25709810	41642	Swifthack?	32	14	2	8	4	1	2	{user:'Oren0', children: [{user:'Hipocrite', children: [{user:'Troed', children: [{user:'Psb777', children: [{user:'ChrisO', children: [{user:'Troed', children: [{user:'Scjessey', children: [{user:'Troed'}{user:'Sphilbrick'}]}{user:'Poujeaux'}{user:'Scjessey', children: [{user:'Troed'}]}]}]}]}]}]}]}
25160837	25709810	41675	Misleading  Swifthack reference	10	5	2	5	3	2	4	{user:'Jpat34721', children: [{user:'Hipocrite', children: [{user:'Jpat34721', children: [{user:'ChrisO', children: [{user:'Jpat34721'}]}]}]}{user:'ChrisO', children: [{user:'Jpat34721'}{user:'Nsaa', children: [{user:'Scjessey', children: [{user:'Nsaa'}]}]}]}]}
25160837	25709810	41686	Realclimate as a RS	10	7	2	3	3	0	1	{user:'Echofloripa', children: [{user:'Hipocrite', children: [{user:'Echofloripa'}]}{user:'Dave souza'}{user:'Troed', children: [{user:'Heyitspeter'}]}{user:'Simonmar'}]}
25160837	25709810	41697	Wacko alert?	9	7	2	7	2	0	0	{user:'William M. Connolley', children: [{user:'Guettarda', children: [{user:'Prodego', children: [{user:'Scjessey', children: [{user:'ChrisO', children: [{user:'Guettarda', children: [{user:'Scjessey'}]}]}]}]}]}]}
